"Activity Name","Operation","actionId","User Name","Source IP","Role","Profile","Country","City","Activity Trust","Trusted For","Trust Reason","ASN","Account ID","IP Organization","Device Type","OS","Browser","Activity Timestamp","Processed Timestamp","Parent Service Name","CSP ID","Sub-Service Name","Instance","Number of Events","File/Report Name","File/Folder Path","File Size","File Type","File Owner","Last Modified","Directory?","Domain","Sharing Enabled?","URL","Report Details","Other Info","targetId","Proxy Type","Proxy Description","Network Type","Region","ASN Name","Device ID","Device Managed"
"Group created","GroupAdded","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:21:40:000Z","February 18,2018 22:21:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"SharingInheritanceBroken","SharingInheritanceBroken","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:21:41:000Z","February 18,2018 22:21:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1518972697.25/Confidential.docx","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder shared","SharingSet","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:21:43:000Z","February 18,2018 22:21:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_comDocuments/1518972697.25/Confidential.docx","N/A","docx","N/A","N/A","false","N/A","true","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"FolderDeleted","FolderDeleted","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:21:36:000Z","February 18,2018 22:21:00:000Z","Office365","2698","OneDrive","Default","1","1518886025.94","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518886025.94","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:22:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File copied","FileCopied","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:19:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File renamed","FileRenamed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:23:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File uploaded","FileUploaded","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:18:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","BnoX1yoh2WGuO-Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine/BnoX1yoh2WGuO-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:22:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File copied","FileCopied","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:19:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:19:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","BnoX1yoh2WGuO-Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine/BnoX1yoh2WGuO-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File modified","FileModified","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:19:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","BnoX1yoh2WGuO-Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine/BnoX1yoh2WGuO-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File renamed","FileRenamed","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:23:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972697.25/Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File uploaded","FileUploaded","N/A","app@sharepoint","52.8.134.60","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_131","February 18,2018 22:23:18:000Z","February 18,2018 22:23:00:000Z","Office365","2698","OneDrive","Default","1","BnoX1yoh2WGuO-Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Quarantine/BnoX1yoh2WGuO-Confidential.docx","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"File uploaded","FileUploaded","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:25:08:000Z","February 18,2018 22:25:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972908.13","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972908.13/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File uploaded","FileUploaded","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:25:08:000Z","February 18,2018 22:25:00:000Z","Office365","2698","OneDrive","Default","1","Confidential.docx","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972908.13","N/A","docx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/Documents/1518972908.13/Confidential.docx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder shared","SharingSet","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:31:39:000Z","February 18,2018 22:31:00:000Z","Office365","2698","SharePoint","Default","1","ssn.pptx","https://shnyhddev05.sharepoint.comShared Documents/1518973294.71/ssn.pptx","N/A","pptx","N/A","N/A","false","N/A","true","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1518973294.71/ssn.pptx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"SharingInheritanceBroken","SharingInheritanceBroken","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:31:39:000Z","February 18,2018 22:31:00:000Z","Office365","2698","SharePoint","Default","1","ssn.pptx","https://shnyhddev05.sharepoint.comShared Documents/1518973294.71/ssn.pptx","N/A","pptx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1518973294.71/ssn.pptx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"FolderCreated","FolderCreated","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:31:35:000Z","February 18,2018 22:31:00:000Z","Office365","2698","SharePoint","Default","1","1518973294.71","https://shnyhddev05.sharepoint.com/Shared Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1518973294.71","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"SharingInheritanceBroken","SharingInheritanceBroken","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:31:39:000Z","February 18,2018 22:31:00:000Z","Office365","2698","SharePoint","Default","1","ssn.pptx","https://shnyhddev05.sharepoint.comShared Documents/1518973294.71/ssn.pptx","N/A","pptx","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1518973294.71/ssn.pptx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"File or folder shared","SharingSet","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:31:39:000Z","February 18,2018 22:31:00:000Z","Office365","2698","SharePoint","Default","1","ssn.pptx","https://shnyhddev05.sharepoint.comShared Documents/1518973294.71/ssn.pptx","N/A","pptx","N/A","N/A","false","N/A","true","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1518973294.71/ssn.pptx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"FolderCreated","FolderCreated","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:31:35:000Z","February 18,2018 22:31:00:000Z","Office365","2698","SharePoint","Default","1","1518973294.71","https://shnyhddev05.sharepoint.com/Shared Documents","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05.sharepoint.com/Shared Documents/1518973294.71","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","February 18,2018 22:34:01:000Z","February 18,2018 22:34:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"User Logged in","UserLoggedIn","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","N/A","N/A","N/A","February 18,2018 22:34:01:000Z","February 18,2018 22:34:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:39:08:000Z","February 18,2018 22:39:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user2@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:39:08:000Z","February 18,2018 22:39:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user2_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
"PageViewed","PageViewed","N/A","user1@shnyhddev05.onmicrosoft.com","70.42.134.190","N/A","N/A","US","san jose","N/A","N/A","N/A","14807","N/A","skyhigh networks","Other","unknown","python-requests/2.10.0","February 18,2018 22:43:22:000Z","February 18,2018 22:43:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/_layouts/15/onedrive.aspx","hosting","N/A","broadband","ca","skyhigh networks inc","N/A","false"
